write: 0
write: 0
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 1000
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 1000
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 1000
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 1000
write: 1000
write: 1000
write: 1000
write: 1000
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 0
write: 0
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 1000
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 1000
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 1000
write: 1000
write: 1000
write: 1000
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 1000
write: 0
write: 1000
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 1000
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 1000
write: 0
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 1000
write: 0
write: 0
write: 0
write: 0
write: 1000
write: 0
write: 0
write: 1000
write: 1000
write: 1000
write: 0
write: 0
